SNP	gene	p_value	FDR	q_value
YAL069W	IZH4	7.47288029552977E-10	0.000001621	0.000001472
NNL045W	DCP2	7.51125824567859E-10	1.62875609183939E-06	1.47906280123002E-06
YMR316C	SAM4	7.55597647922848E-10	1.63785966955019E-06	1.48732970087057E-06
NCR015C	BAP2	7.57044340836986E-10	1.64040165323975E-06	1.48963805970673E-06
YNL046W	YNL040W	7.57709071065844E-10	1.64124801462906E-06	1.49040663497321E-06
YLR140W	YCL073C	7.65188846484302E-10	1.65685026409528E-06	1.50457493611826E-06
BNS1	CPD1	7.65966863512686E-10	1.65793527607321E-06	1.50556022843028E-06
PGI1	TYR1	7.77073809100445E-10	1.68079108086345E-06	1.52631543593298E-06
gKR06	PXL1	7.77087735462814E-10	1.68079108086345E-06	1.52631543593298E-06
YLR294C	QDR2	7.80423672452608E-10	1.68739689055236E-06	1.53231412869724E-06
GRE2	HPF1	7.81832165649886E-10	1.68983200309423E-06	1.5345254385401E-06
YLR140W	YLR173W	7.89541066733566E-10	1.70587798387634E-06	1.5490966892037E-06
NGR126C	SCW4	7.95128176926383E-10	1.71732971181656E-06	1.55949592877742E-06
HAL9	YOL092W	8.10188506278463E-10	1.74922620209474E-06	1.58846092390261E-06
GRX8	BUD8	8.13294333436469E-10	1.75529879861012E-06	0.000001594
VPS63	PMT5	8.13649397904954E-10	1.75543230299198E-06	1.5940966437159E-06
SNR62	YOR019W	8.18671695619794E-10	1.76563154624552E-06	1.60335851010129E-06
NLR076W	RNR2	8.19882926444533E-10	1.76760706510764E-06	1.60515246591623E-06
YBR174C	YLR042C	8.21337032961776E-10	1.77010459528488E-06	1.60742045680733E-06
YMR317W	SAM4	8.2328390986073E-10	1.77366194002287E-06	1.61065085839998E-06
YGR290W	SCW4	8.32062987772109E-10	1.79193055116278E-06	1.62724046521868E-06
YLR455W	YIL177C	8.33979884634888E-10	1.79532409317592E-06	1.63032211862351E-06
NBR031C	TYW1	8.34238481300493E-10	1.79532409317592E-06	1.63032211862351E-06
IRA2	MSC1	8.35522624975373E-10	1.7974415394847E-06	1.6322449578286E-06
YOR050C	YOR019W	8.39335060254218E-10	1.80434645640482E-06	1.63851526792186E-06
ETT1	YOR019W	8.39335060254218E-10	1.80434645640482E-06	1.63851526792186E-06
SUN4	GCN1	8.41996922039608E-10	1.80941904746216E-06	1.64312165483047E-06
NBR031C	SPC25	8.48102316366082E-10	1.82188536232506E-06	1.65444223418211E-06
NDR107W	AKR1	8.53250390456245E-10	1.83207987582567E-06	1.66369980550966E-06
YCL022C	DRE2	8.53459963163193E-10	1.83207987582567E-06	1.66369980550966E-06
NLR121W	CYC1	8.54335193409455E-10	1.83330135601748E-06	1.66480902371808E-06
YLR140W	RRN5	8.54807714672479E-10	1.83365810512294E-06	1.66513298525776E-06
YSC84	FUS1	8.56098534426751E-10	1.835769311713E-06	1.66705015821491E-06
HEM25	YFH1	8.61988914902222E-10	1.84773851322664E-06	1.67791931217108E-06
PIG1	ERG25	8.68464039612069E-10	0.000001861	1.68991852230737E-06
YJR037W	YJR015W	8.73324350331231E-10	1.870697316173E-06	1.69876805162867E-06
NBR031C	FKH2	8.83745786587675E-10	1.89234342293309E-06	1.71842474022724E-06
RIM2	YLR042C	8.85830606765784E-10	1.89612943994315E-06	1.72186279762114E-06
SMY2	NNT1	8.88081398737046E-10	1.90026788806593E-06	1.72562089541362E-06
gGL02	SPT16	8.88506981561017E-10	1.90049929194522E-06	1.72583103176959E-06
YDR015C	ENA1	8.89312754359021E-10	1.90154345912026E-06	1.72677923318207E-06
PEX11	YIL169C	8.93929351024916E-10	1.91057275097925E-06	0.000001735
TRM10	HSP12	8.94173808088727E-10	1.91057275097925E-06	0.000001735
YLR455W	YRF1-6	8.95341128524974E-10	1.91238444661681E-06	1.73662386333577E-06
NLR121W	YHB1	8.98968356637965E-10	1.91944716261412E-06	0.000001743
IRC23	YOR062C	9.04010695493938E-10	1.92952526274406E-06	1.75218932684719E-06
MLF3	UBP2	9.04695487519057E-10	1.93029872296686E-06	1.75289170103908E-06
NHR001C	PRM4	9.06292567274116E-10	0.000001933	1.75536054711566E-06
MLF3	PNT1	9.15838502195263E-10	1.95268216649308E-06	1.77321796035374E-06
NBR044W	COG4	9.29433298526753E-10	0.000001981	1.79889914764786E-06
RTC2	FKH2	9.31377948588333E-10	1.98440081773807E-06	0.000001802
CDC11	HOC1	9.3350361671905E-10	1.98822222974823E-06	1.80549166037391E-06
TRZ1	TGL4	9.40147196529963E-10	2.00148129863462E-06	1.81753213449221E-06
BIO2	SCW4	9.40397579802258E-10	2.00148129863462E-06	1.81753213449221E-06
gJL05	PRM10	9.43149794190187E-10	2.00662559341337E-06	1.82220363508332E-06
NBP1	YJL225C	9.45598441328299E-10	2.0111205994393E-06	1.82628552078589E-06
YCL023C	YLR149C	9.48115708359314E-10	2.01575830353593E-06	1.83049698967728E-06
NDC1	PLB2	0.000000001	2.01956991936084E-06	0.000001834
MRPL20	MTD1	0.000000001	2.02275347425989E-06	1.83684925866212E-06
YSH1	ERG26	0.000000001	2.0333357656922E-06	1.8464589686044E-06
YSH1	NSG2	0.000000001	2.05051284842594E-06	1.86205736558504E-06
BOP2	MAP1	0.000000001	2.05211112673454E-06	1.86350875170976E-06
SEO1	AIM2	0.000000001	2.05250994835809E-06	1.86387091902915E-06
YAL066W	AIM2	0.000000001	2.05250994835809E-06	1.86387091902915E-06
YAL065C	AIM2	0.000000001	2.05250994835809E-06	1.86387091902915E-06
YEL043W	RAD23	0.000000001	0.000002071	1.88070674065879E-06
gBR08	YLR042C	0.000000001	2.07475181191441E-06	1.88406861049506E-06
MCP2	NSG2	0.000000001	2.08529907226692E-06	1.89364650894189E-06
PGI1	NNT1	0.000000001	0.00000209	1.89790774402798E-06
IRC23	YOR019W	0.000000001	2.09942642644254E-06	1.90647546727742E-06
NOR010W	YOR131C	0.000000001	2.1014135897668E-06	1.90827999735262E-06
NBR031C	SHR5	0.000000001	2.11647791446319E-06	0.000001922
MLF3	HOM6	0.000000001	2.13188397544348E-06	1.93594995617538E-06
IRA2	NQM1	0.000000001	2.14466580835224E-06	1.94755705540993E-06
NNL008W	FLO8	0.000000001	2.15365221511675E-06	1.95571755287711E-06
YLR455W	YRF1-7	0.000000001	2.15488258626877E-06	1.95683484490862E-06
RGD2	AGP3	0.000000001	2.16761870025029E-06	1.96840042708304E-06
NNL035W	MRPS8	0.000000001	2.16761870025029E-06	1.96840042708304E-06
IDH1	FLO8	0.000000001	2.18846993221842E-06	1.98733529505892E-06
RGD2	AAD6	0.000000001	2.1904699499014E-06	1.98915149809357E-06
YJR079W	CBF1	1.05199308246114E-09	2.21770772839663E-06	2.01388594738422E-06
YLR236C	UBX6	1.05395996667524E-09	2.22107205146231E-06	2.01694106725313E-06
YOL153C	YAR068W	1.05712987997796E-09	0.000002227	2.02229543859304E-06
FAR8	PLB2	1.06404083106183E-09	2.24073862253007E-06	2.03480015237938E-06
FTH1	COG4	1.06922333087123E-09	2.25086060706378E-06	0.000002044
MPD2	YOL087C	1.07441214021163E-09	2.26034076070406E-06	2.05260072641436E-06
YRB2	YIL082W	1.07594113491435E-09	2.26034076070406E-06	2.05260072641436E-06
NAL013C	AIM2	1.07636946286638E-09	2.26034076070406E-06	2.05260072641436E-06
gAL01	AIM2	1.07636946286638E-09	2.26034076070406E-06	2.05260072641436E-06
NAL012W	AIM2	1.07636946286638E-09	2.26034076070406E-06	2.05260072641436E-06
NAL008C	AIM2	1.07636946286638E-09	2.26034076070406E-06	2.05260072641436E-06
NAL007W	AIM2	1.07636946286638E-09	2.26034076070406E-06	2.05260072641436E-06
ATP14	HMX1	1.08008790696175E-09	2.26735408821717E-06	0.000002059
KTR4	TYR1	1.08728533481392E-09	2.28166313022372E-06	0.000002072
YLR460C	YIL177C	1.09186989318639E-09	2.29048097182766E-06	0.00000208
NBR051C	YBR197C	1.09238533813287E-09	2.29075960283672E-06	2.08022387888044E-06
MCD1	ENA1	1.09646393789278E-09	2.29770293014057E-06	2.08652906919306E-06
NHP10	ENA1	1.09646393789278E-09	2.29770293014057E-06	2.08652906919306E-06
PET123	SNG1	1.10044204438099E-09	2.30523240825868E-06	2.09336653924333E-06
SML1	YML079W	1.10398726225908E-09	2.31185011089751E-06	2.09937603191797E-06
gNL06	RHO5	1.11079542035242E-09	2.32529369133492E-06	2.1115840597743E-06
MPD2	HSP12	1.11234408732009E-09	2.32772171869765E-06	2.11378893561211E-06
GSY2	ARE2	1.11281886910118E-09	2.32790159295628E-06	0.000002114
YDR010C	YDL012C	1.11531324556515E-09	2.33230464840772E-06	0.000002118
NNL035W	MSE1	1.11902847471021E-09	2.33925674276863E-06	2.12426381585977E-06
SAM50	FLO8	1.1224284053469E-09	2.34554510290077E-06	0.00000213
MTD1	ARR1	1.12604285371789E-09	2.35227719731647E-06	2.13608760585098E-06
SEC72	QDR2	1.13571882614927E-09	2.3716625609304E-06	2.15369132831953E-06
NNL035W	PNP1	1.13886304216216E-09	2.37739923482083E-06	2.15890076452464E-06
gCL01	MATALPHA1	1.14250104613155E-09	2.38416234252245E-06	0.000002165
YOR019W	YOR062C	1.15463923115196E-09	2.40865266877401E-06	2.1872818043884E-06
NNL035W	MRPL31	1.15776293823186E-09	2.41432769611101E-06	2.19243525975976E-06
YLR271W	YPR150W	1.16196608313337E-09	2.42224898101743E-06	2.19962852700324E-06
YSH1	YGR235C	1.16452683910815E-09	2.42674219889605E-06	2.20370878890088E-06
PCK1	TGL4	1.16612178738803E-09	2.42922035627859E-06	0.000002206
VPS35	VPS35	1.17006877721106E-09	2.43659476857184E-06	2.21265584326771E-06
MIG1	PRM8	1.17364229172692E-09	2.44318658416729E-06	2.21864182808682E-06
YDL009C	ENA1	1.17596454206582E-09	2.44631964735922E-06	2.22148694237024E-06
NDL002C	ENA1	1.17596454206582E-09	2.44631964735922E-06	2.22148694237024E-06
SLI15	TYW1	1.18235280067196E-09	2.45875460024057E-06	2.23277904211066E-06
YHL012W	FIG2	1.18544562952054E-09	2.46433030627044E-06	2.23784230444974E-06
YLR269C	YPR150W	1.19514719095365E-09	2.48363575087463E-06	2.25537345298594E-06
SEC72	YHB1	1.20126775922362E-09	2.49548871733038E-06	2.26613705464289E-06
RFT1	PDR3	1.20531102989586E-09	0.000002503	0.000002273
NLR116W	YEH1	1.20964321204865E-09	2.51114506866775E-06	2.28035448534483E-06
NDR111W	YDR357C	1.22108425524075E-09	0.000002534	2.30112463272918E-06
SEC53	AGP3	1.22325131908964E-09	2.53763486145145E-06	2.30440969368143E-06
BDS1	YOL163W	1.22748398805737E-09	2.5455335049835E-06	2.31158240044026E-06
SRL3	PXL1	1.23899108647721E-09	2.56775866794886E-06	2.33176492620826E-06
PIF1	SPC2	1.23905898084039E-09	2.56775866794886E-06	2.33176492620826E-06
REC107	CBF1	1.23977464754132E-09	2.56835276583128E-06	2.33230442262677E-06
VHR1	YIL082W	1.24133915411832E-09	2.57070432552073E-06	2.33443985866841E-06
MBB1	FDH2	1.24379672064855E-09	2.57490306815351E-06	2.33825270951278E-06
WHI2	YOR019W	1.2482553655794E-09	2.58324010076441E-06	2.34582351453953E-06
NHR001C	AFR1	1.26919430343938E-09	2.62566523118579E-06	2.38434949922072E-06
BUD22	SPO20	1.27127819355255E-09	2.62906785621639E-06	2.38743940085456E-06
YSH1	MAP1	1.27326427207395E-09	2.6322659218773E-06	2.39034354345677E-06
PCL7	YIL082W	1.28252846285182E-09	2.65050289430206E-06	2.40690441936427E-06
CBT1	UBA1	1.28920450065435E-09	2.66338038987201E-06	2.41859838923855E-06
YAL069W	AIM2	1.29526588375027E-09	0.000002675	2.4291315728638E-06
YLR281C	CYB5	1.29676826930272E-09	2.67623602402388E-06	2.43027250690142E-06
YLR282C	CYB5	1.29676826930272E-09	2.67623602402388E-06	2.43027250690142E-06
NMR036C	YMR118C	1.30883740552477E-09	2.70021320080588E-06	0.000002452
NKL037W	YKL187C	1.31242169693661E-09	2.70667512453028E-06	2.45791405586475E-06
YLL056C	JLP1	1.31342646811191E-09	2.70781455184962E-06	2.45894876239398E-06
NTH1	ENA1	1.31540727889314E-09	0.000002711	2.46180943301859E-06
gCR02	BAP2	1.3256673774286E-09	2.73116994781027E-06	2.48015764538542E-06
MRPL20	NFT1	1.3263243494448E-09	2.73158347588457E-06	2.48053316753697E-06
YPQ1	YOL087C	1.332150530894E-09	2.7426391174402E-06	2.49057272364398E-06
gBL04	PDR3	1.34645719449313E-09	2.77114082111747E-06	2.5164549351623E-06
ILV6	MATALPHA2	1.34707247302643E-09	2.771454407394E-06	2.51673970081807E-06
PCH2	NNT1	1.35626627363942E-09	2.78941108696088E-06	0.000002533
YAL064W	AIM2	1.36849653245797E-09	2.81276528912952E-06	2.55425384352314E-06
NBL009W	PDR3	1.36856116707969E-09	2.81276528912952E-06	2.55425384352314E-06
YMR010W	PPZ1	1.37132259645098E-09	2.81747357042217E-06	2.55852940310666E-06
gCL01	DRE2	1.3770700746234E-09	2.82831155274813E-06	2.56837130428453E-06
NBP1	YBL112C	1.38586672879562E-09	2.84538488591645E-06	2.58387548696037E-06
COG6	YNL018C	1.38633339032647E-09	2.84538488591645E-06	2.58387548696037E-06
SMY2	YLR042C	1.38919009893665E-09	2.85027102353132E-06	2.58831255671198E-06
NNL013C	YNL018C	1.3956860038289E-09	2.86261797695294E-06	2.59952474471602E-06
NDR129W	YDR357C	1.39673308480377E-09	2.86378450542869E-06	2.6005840616289E-06
gLR07	YGR235C	1.40870762844411E-09	2.88734763178647E-06	0.000002622
MCP2	YEH1	1.42138470735695E-09	2.91233408372313E-06	2.64467161754382E-06
VPS63	SCM4	1.4255045727745E-09	2.91977620791412E-06	2.65142976206168E-06
MCM5	ERG26	1.42632815880495E-09	2.92046397779151E-06	2.65205432140888E-06
gNL07	LAT1	1.43206552191607E-09	2.93120899287869E-06	2.66181179964257E-06
NKL041W	UBA1	1.4402840636242E-09	0.000002947	2.67617285365659E-06
PEX32	NNT1	1.45186176503435E-09	2.96969817229006E-06	2.69676357284081E-06
YLR281C	ERG25	1.45466136864057E-09	2.97339289746693E-06	2.70011872871545E-06
YLR282C	ERG25	1.45466136864057E-09	2.97339289746693E-06	2.70011872871545E-06
SSM4	MNT3	1.45627485419803E-09	2.97567499863741E-06	2.70219108992827E-06
YLR252W	HAP1	1.46179562979332E-09	2.9859367683869E-06	2.7115097362175E-06
SNP1	YIL082W	1.48342736503729E-09	3.02908936509884E-06	2.75069632830019E-06
NNL035W	LIP2	1.48503064051239E-09	3.03132930104404E-06	2.75273039954651E-06
gCR02	MFA1	1.48564833533531E-09	3.03155657232135E-06	2.75293678311354E-06
gOL02	CWP2	1.4962337883858E-09	3.0521165808185E-06	2.77160719295174E-06
SUV3	RMI1	1.50062983133464E-09	0.00000306	2.77880359362529E-06
HAL9	YOL087C	1.51477405902683E-09	3.08783210582638E-06	0.000002804
TRM10	YER097W	1.52040529533095E-09	3.09825634648858E-06	2.81350641371415E-06
YER188W	YNL337W	1.52275274756285E-09	0.000003102	2.81689158991223E-06
OAF1	IZH4	1.52681377809908E-09	3.10814171274247E-06	2.82248325044E-06
GEM1	IZH4	1.52681377809908E-09	3.10814171274247E-06	2.82248325044E-06
PIG1	ATF1	1.53008599515916E-09	3.11374424324265E-06	2.82757087190589E-06
YNL035C	FLO8	1.53978252599322E-09	3.13134808478229E-06	2.8435568057793E-06
NNL004W	FLO8	1.53978252599322E-09	3.13134808478229E-06	2.8435568057793E-06
NEJ1	MAP1	1.54115042529403E-09	3.13306566529314E-06	2.84511652945705E-06
PIG1	YPR150W	1.56274748906165E-09	3.17589278894925E-06	0.000002884
ILV6	YGL010W	1.56723661044079E-09	3.1839350381287E-06	2.89131067568921E-06
EFM4	YIL082W	1.57593669130675E-09	3.20052374572944E-06	2.9063747730428E-06
CAF4	YKR017C	1.57709472768303E-09	3.20178947924768E-06	2.9075241774088E-06
VHR1	FIS1	1.57918852094423E-09	0.000003205	2.9103973745652E-06
YCL026C	YLR149C	1.58322846769142E-09	3.21206367965699E-06	2.91685411189927E-06
MMF1	YIL082W	1.59091964737137E-09	3.22657420909551E-06	0.00000293
LEU2	DRE2	1.59297955351022E-09	3.22965788612346E-06	2.93283129622544E-06
MCM5	NSG2	1.59421732967888E-09	3.23107322691563E-06	2.93411655798272E-06
NNL035W	HOM6	1.59675343604069E-09	3.23511810451766E-06	2.93778968499459E-06
YMR317W	YMR321C	1.59864333250816E-09	3.23785142835916E-06	2.94027179857681E-06
DLD3	YEL057C	1.60541324675895E-09	3.25046342449731E-06	2.9517246701459E-06
NGL041C	RTG2	1.6060554783761E-09	3.25066443253078E-06	2.95190720423221E-06
NBP1	YEL076C-A	1.60946372268311E-09	3.25646183641428E-06	2.95717178894857E-06
BOP2	ERG25	1.61547986610262E-09	3.26753015767415E-06	2.96722285941244E-06
DRE2	SGE1	1.62070972496465E-09	0.000003277	2.97582342524925E-06
YIL054W	YIL082W	1.62991451793614E-09	3.29450021211523E-06	2.99171419023283E-06
NBR024W	ISR1	1.63078103829603E-09	3.29513921422395E-06	2.99229446388686E-06
NJR009W	YJR015W	1.64209720346409E-09	3.3168851052024E-06	0.000003012
YNL046W	COG6	1.64373391450512E-09	3.31907131611451E-06	0.000003014
MCM2	APN2	1.64541755626751E-09	3.32135078465828E-06	3.01609702031963E-06
RRN6	APN2	1.64949066682042E-09	3.32845034333959E-06	3.02254408332879E-06
YJR038C	YJR015W	1.65301554699776E-09	3.33443923550688E-06	0.000003028
GYP8	AUA1	1.65906675380475E-09	3.34551844678218E-06	0.000003038
NAL009W	AIM2	1.66158909636055E-09	3.34947661650987E-06	3.04163790508055E-06
IDP2	PUS5	1.66458237403458E-09	3.35438112602545E-06	3.04609165823558E-06
NBR034W	SHR5	1.67116838511102E-09	3.36538742678721E-06	3.05608640828896E-06
NBR035W	SHR5	1.67116838511102E-09	3.36538742678721E-06	3.05608640828896E-06
PXR1	GUF1	1.67919780693312E-09	3.38041998133599E-06	3.06973737318908E-06
ARK1	FLO8	1.68496511048862E-09	0.00000339	3.07839962646729E-06
MBB1	YFL052W	1.68506864330236E-09	0.00000339	3.07839962646729E-06
SEC72	YEL033W	1.68626384515213E-09	3.39122386455247E-06	3.07954830918766E-06
YHL012W	FUS3	1.69854503791596E-09	3.41477536327001E-06	3.10093527181569E-06
YMR316C	YMR321C	1.69948209306401E-09	3.41551231539069E-06	3.10160449323775E-06
MCM7	YLR042C	1.70415258398179E-09	3.42374947965337E-06	3.10908460846777E-06
NNL035W	RML2	1.70568023212865E-09	3.42566906726462E-06	3.11082777347801E-06
TRM10	DST1	1.71589187081089E-09	0.000003445	3.12840236170924E-06
PHO90	YFL052W	1.73279225608367E-09	3.47778724998951E-06	3.15815595583897E-06
AGP1	PYC1	1.73811259024167E-09	3.48729632860758E-06	3.16679108821294E-06
ECM34	COS8	1.73880237542456E-09	3.48751155553884E-06	0.000003167
REX4	TFS1	1.7487529952449E-09	3.50629485057006E-06	0.000003184
MLF3	YJL068C	1.75968777398029E-09	0.000003527	3.20288039768018E-06
TAF5	NNT1	1.76108044214559E-09	3.52864823784765E-06	3.20434248772773E-06
VPS63	NSG2	1.76666156851079E-09	3.53864676390267E-06	3.21342208413214E-06
MEC3	ERG25	1.77342113932451E-09	0.000003551	3.22463839053277E-06
YLR460C	YML133C	1.7781525246928E-09	3.55860414025355E-06	3.2315452476424E-06
NEL025C	YEL057C	1.77840840801399E-09	3.55860414025355E-06	3.2315452476424E-06
YCR087C	TRX3	1.79279824829745E-09	3.58619968665038E-06	3.25660458363485E-06
RED1	SCM4	1.79888677096726E-09	3.59717691716378E-06	3.26657293518501E-06
MEC3	SMD2	1.80133421606262E-09	3.60086830080349E-06	3.26992505663149E-06
DAD2	NFT1	1.8034434762562E-09	3.60321092276421E-06	3.27205237637987E-06
CSH1	ATS1	1.80370978946982E-09	3.60321092276421E-06	3.27205237637987E-06
APN2	PDR3	1.80682201157628E-09	0.000003607	3.27551229847217E-06
POP8	PDR3	1.80682201157628E-09	0.000003607	3.27551229847217E-06
YDR010C	ENA1	1.81597776781962E-09	3.62409053592681E-06	0.000003291
TRZ1	MTD1	1.83692645975555E-09	3.66467563246974E-06	3.32786807903132E-06
NLR076W	YLR173W	1.83771529861824E-09	0.000003665	3.32818815269236E-06
SNX41	YHP1	1.84645003596249E-09	3.68122187494428E-06	3.34289361408034E-06
REX4	CWP2	1.84943563630222E-09	3.68594677116873E-06	3.34718426157523E-06
MLF3	MRF1	1.85006579165779E-09	0.000003686	3.34721049135059E-06
PYC2	NIS1	1.85211293497224E-09	3.68882671539232E-06	3.34979952017171E-06
CYK3	YFH1	1.8610212454564E-09	3.70533662244636E-06	3.36479205926195E-06
FAR1	VPS35	1.86608246546349E-09	3.71417845189734E-06	3.37282126701214E-06
VTA1	YCL073C	1.86923193127851E-09	3.7188528808331E-06	3.37706608549081E-06
YLR271W	MAP1	1.86967330609562E-09	3.7188528808331E-06	3.37706608549081E-06
MIG1	MST28	1.87257699847822E-09	3.72339143073002E-06	3.38118751309909E-06
PGA1	DCP2	1.88085975479721E-09	3.73861902987689E-06	0.000003395
BOP2	YPR150W	1.90294404033979E-09	3.78126096585549E-06	3.43373846112465E-06
YDR015C	YDL012C	1.91250742959942E-09	0.000003799	3.44984998519364E-06
GSY2	SPP2	1.93183162682157E-09	3.83611591131082E-06	3.48355187990048E-06
NJR008W	YJR015W	1.93552280116521E-09	3.84217127295614E-06	3.48905071438064E-06
AMA1	CPD1	1.9473220054172E-09	3.86431238902446E-06	3.50915691770873E-06
TRS33	YOR131C	0.000000002	3.87856965180606E-06	3.52210384520345E-06
NUC1	DAK2	0.000000002	3.91178112323342E-06	3.5522629661476E-06
YLR252W	ERG6	0.000000002	3.92951609367422E-06	3.56836797732228E-06
NLR076W	PCD1	0.000000002	3.95036268473292E-06	3.58729863091853E-06
LEU2	MF(ALPHA)2	0.000000002	3.96179196587607E-06	3.59767748670198E-06
AGP1	MCT1	0.000000002	3.98246161797401E-06	3.61644746318011E-06
BUD3	YLR040C	0.000000002	0.000003983	0.000003617
SRP40	PXL1	0.000000002	4.02162240551102E-06	0.000003652
NBR050C	EGT2	2.06146974268007E-09	4.07866284855048E-06	3.70380717424497E-06
IRA2	YMR254C	2.0743992296676E-09	4.10288824209268E-06	3.72580609637513E-06
MLF3	BLM10	2.07695379633192E-09	4.1065841866961E-06	3.72916235960307E-06
BOP2	SMD2	2.079976490693E-09	4.11120297445178E-06	3.73335665068842E-06
TRM10	YOL092W	2.08474509323483E-09	4.11926847076322E-06	3.74068087536975E-06
STE50	BAP2	2.08804303882644E-09	4.12442371816402E-06	3.74536232196564E-06
CCZ1	EGT2	2.0943792995998E-09	4.13557504200498E-06	3.75548876653291E-06
YLR294C	HMG1	2.09798916701557E-09	4.1406631788768E-06	3.76010927049441E-06
NLR118C	CYB5	2.0983393012088E-09	4.1406631788768E-06	3.76010927049441E-06
DIG1	KTR6	2.10673277605361E-09	4.15585630226109E-06	3.77390604690851E-06
MBB1	YPL276W	2.10796736381788E-09	4.15692205630738E-06	3.77487385121821E-06
RAD26	YJR015W	2.1150349747502E-09	4.16948607147654E-06	3.78628315158179E-06
NDL012C	RPN4	2.13018156651765E-09	0.000004198	3.81214297136041E-06
gBL04	APN2	2.13396735139432E-09	0.000004204	3.81766132235031E-06
MCM5	ERG25	2.13481114036973E-09	4.20431882929985E-06	3.81791455214498E-06
YGL177W	MCM6	2.14092095433183E-09	0.000004215	3.82758232270172E-06
VPS21	TGL5	2.14191457623225E-09	4.21553503001463E-06	3.82809991097893E-06
MCP2	WTM2	2.14633592459355E-09	4.22284857209762E-06	3.8347412909218E-06
NBR056W	DSE1	2.15497944691063E-09	4.23846157474049E-06	3.84891935695654E-06
LEU2	HMLALPHA2	2.15878930460616E-09	4.24456048545228E-06	3.85445773806039E-06
NCR015C	MFA1	2.19209911766332E-09	4.30863846426268E-06	3.91264653336947E-06
YLR252W	ERG26	2.19433449926342E-09	4.31161667457551E-06	3.91535102676172E-06
SUN4	YOR200W	2.20353530255764E-09	4.32827469854321E-06	3.93047806985679E-06
YLR257W	YLR255C	2.20432807929035E-09	4.32841182059951E-06	3.93060258950323E-06
GSY2	VPS70	2.2052857130214E-09	4.32887245929806E-06	0.000003931
