protein.group	BY	RM	1_1_d	1_3_d	1_4_d	1_5_c	2_2_d	2_3_d	2_4_a	2_5_d	3_1_d	3_3_d	3_4_d	3_5_d	4_1_c	4_3_d	4_4_d	5_1_d	5_2_d	5_3_d	5_4_d	5_5_d	6_1_d	6_2_b	6_3_c	6_4_d	6_5_d	6_6_d	6_7_d	7_1_d	7_2_c	7_3_d	7_4_c	7_5_d	7_6_c	7_7_c	7_8_d	8_1_a	8_2_d	8_3_a	8_4_c	8_5_b	8_6_c	8_7_b	9_1_d	9_2_d	9_3_d	9_4_d	9_5_d	9_6_d	9_7_d	10_1_c	10_2_d	10_3_c	10_4_d	11_1_a	11_2_d	11_3_b	12_1_d	12_2_b	13_1_a	13_2_c	13_3_b	13_4_a	13_5_c	14_1_b	14_2_c	14_5_b	14_6_d	14_7_c	15_2_d	15_3_b	15_5_b	16_1_d	17_1_a	17_2_d	17_4_a	17_5_b	18_1_d	18_2_d	18_3_d	19_1_c	19_5_b	20_1_d	20_2_d	20_3_c	20_4_c	20_5_d	21_1_d	21_3_d	21_4_d	21_5_c	22_1_d	22_2_d	22_3_b	22_4_d	22_5_d	23_3_d	23_4_d	23_5_d	24_1_d	25_1_d	25_3_d	25_4_d	26_1_d	26_2_d	26_3_d
"[orf_trans_mod] YHL029C/YHL029C SGDID:S000001021, Chr VIII from 47966-45927, reverse complement, Uncharacterized ORF, ""Cytoplasmic protein required for replication of Brome mosaic virus in S. cerevisiae, which is a model system for studying replication of positive-strand RNA viruses in their natural hosts"""	4381785.688139998	8563798.112419998	4931263.9581	2693380.012775	4207993.514275	4999588.71675	6301123.852975	6214628.808699999	2404267.6441	7095574.641	7728084.560599999	5589279.841225	2410342.05745	3042540.9430666664	2115101.628225	8662479.5406	7527134.159575	2310407.076825	3620824.7372	4316089.509424998	3774218.348625	5709573.001775	3532963.837500001	5181050.645275	9864901.149099998	3807705.3408	7954409.864475	11077133.768325	10717861.74115	14986672.55645	4337675.972025	12285586.993266664	5147712.8825	3269399.668875	3934072.6016	11948118.934366666	14891232.663500002	2208566.484833333	4183844.839625	4894380.0622	4929048.230675002	4590544.3237	1020862.0412	4968017.919025	5408055.063200002	2366637.76995	5123684.022275	2813625.79895	4446504.134375	2775154.97325	6973109.226249998	4291117.6000000015	6718541.581375001	2504298.7563750003	3487130.76495	7558627.4486	6156580.8189	4277510.841375	4449907.56355	7400898.554850001	4866028.91615	5634520.8986249985	6278079.593375	5818594.904525	5553480.25445	3508479.135	4409715.2328	7885436.757025	3909950.960625	3667427.945975	8580362.0033	8997826.043375	4459866.40135	9932471.2963	3674916.1282	7769209.85345	7312641.316299999	8160440.616425	8016943.584125	8502679.114225	7270942.81325	NA	6488669.872	8014907.853349999	6020015.795925002	8594187.701425	7697888.982275	5989639.4061	5620347.3903	8918364.36195	5074660.139975	11113587.2062	9388943.1229	9023716.876925	12252553.625175	12646170.2131	1087788.6548	2936191.2115	2882501.90865	3674859.33535	2119050.584775	2763287.558875	4380388.7641	5613486.9991	4117640.3442750005	6220202.147875002	NA
"[orf_trans_mod] ECM29/YHL030W SGDID:S000001022, Chr VIII from 40082-45688, Verified ORF, ""Major component of the proteasome; tethers the proteasome core particle to the regulatory particle, and enhances the stability of the proteasome"""	5428347.806360002	5096796.37094	6048091.22555	3553233.2411750006	4456466.919325	3660350.4231	5793502.4730750015	5032146.856175	5346978.462525	5560334.4223	4548843.11905	5106593.347625	3796667.645	5900461.763049998	4131695.9466750007	3290902.2493000007	3753436.92615	3998760.8257	4826000.3101	4439763.0638	3049588.610525	4675322.50835	4532553.951275	5199567.145425	3931090.112975	5487617.993925	3201941.31485	4427234.628325	3081847.360275	3690121.6519	4325176.3987	3746036.6064	5472906.4652	4760744.73305	4129859.98955	3472332.155475001	4106937.1744	4022631.5600666665	4881619.65515	3309357.7118	5320649.459675	6178584.722225	7063759.735575	5914743.7808	5880659.377	10311759.926925	8371213.6143	7126597.205925	9037514.9682	4887219.347475	5497300.1537500005	5334354.0769	5849540.416649999	8335573.3848250015	8624078.796249999	5573493.672075	4660140.2658750005	7747487.8374000015	5365321.475725002	5928019.578225	6076734.331725	5259930.0561500015	4476801.674475	4875063.9182750005	5098672.61105	4752941.58425	6991572.8065	4984354.875775	5615649.63925	5757083.791333333	3697369.30315	5416500.5569	4007112.2608	5214635.968325	4843501.523625	4403207.480425	4649485.941699998	4364986.687375	5490196.2554	5197529.528825	4530336.92915	2827198.634375	3814742.55995	4500176.66875	2664253.0853500003	4253697.546233334	4864136.9274	6417774.948066668	4836555.71285	2344046.6251666667	2187333.84505	4094292.162075	2313616.1720333337	NA	3592735.60105	3837956.3816	5868320.82275	6227436.489325	4702989.3969	6179573.727625	2942778.75995	1523614.07975	4981515.26575	5721725.613025	3857146.7789	6624041.913474998	5675033.06665
"[orf_trans_mod] GOS1/YHL031C SGDID:S000001023, Chr VIII from 39484-38813, reverse complement, Verified ORF, ""v-SNARE protein involved in Golgi transport, homolog of the mammalian protein GOS-28/GS28"""	8402703.196800001	NA	12126589.81685	6070629.852000001	8442716.327599999	6712781.6923	8173148.536200001	7883168.594599999	3375080.634533333	7468148.242775	7489924.101	7063486.77905	3312189.336475	10397321.307875	3487959.9053	8526369.766925	5030487.0599	3370513.9678	5422751.296475	8238185.100424998	9767164.5892	11264203.742875	5625480.08155	11929507.6574	7763123.716425002	8886269.136049999	6649976.406374998	6755376.3128	6494386.48085	8367114.553475	9452871.796925	7222793.30025	7533952.855350002	3410224.4908	7415551.849325	8596154.126	8877894.090225	2949216.19865	10700309.108325	8713012.64665	6944102.331425	10724051.0341	2933285.9495	7458110.700599999	7259955.454325	2689065.37195	7245176.2495	4630155.52095	7586334.79545	3227841.3393	9218457.02765	3525258.943175	9910623.59435	11051224.3695	14807754.329575	10758015.451425	7650579.349049998	13565493.448875	3884034.633675	10431047.1763	8095169.862775	3908564.878825	11097543.69255	8344721.459675	11584825.04815	3482644.2866	13823077.8602	10026504.373875	3638340.35835	3998137.18935	6999380.3309	6146114.95695	4555044.1824	11772576.731975	2156170.30535	7985251.79605	9513142.854	8649858.34375	11889430.780825	7865998.8783	7359696.901900001	3484046.284025	5339627.76095	7026446.037275	5773259.301725	7332062.719175002	6754237.311550002	3647417.654575	3166219.19975	6732106.785975	1928244.8622	8448188.47255	6554229.186799998	3139711.59785	6004520.591124998	7855727.853775	4053614.996175	9365321.03145	5549459.50185	8249914.142574999	2785087.1561	1970802.490175	7979687.396799998	9968822.218075	2887387.67045	7170064.5635250015	3259662.74655
"[orf_trans_mod] RPL8A/YHL033C SGDID:S000001025, Chr VIII from 36023-35253, reverse complement, Verified ORF, ""Ribosomal protein L4 of the large (60S) ribosomal subunit, nearly identical to Rpl8Bp and has similarity to rat L7a ribosomal protein; mutation results in decreased amounts of free 60S subunits"""	3544066.7774000005	3252115.6561	1547093.9474333331	2885991.5692	2869703.7197	3297646.1499	2035715.226133333	3009593.40435	1974736.451275	2695713.3528	1878845.435425	4591772.407775	2327837.66705	2751190.473933333	3213344.0616	2945192.6376250004	2947014.35645	3511168.745	2800510.757875	2481793.0330333333	3102406.80645	1726472.1405	1979163.338075	4065571.3612	1818795.282125	2604211.75935	2502403.6357000005	2590756.30895	2465171.38785	2623505.436825	3181211.2146666665	1985755.144075	2403569.951525	3134257.55045	3063595.9112	2819058.907525	2813936.89855	2639895.671875	3298881.705575	3841269.68115	2318476.302725	2472744.1484000003	2458942.70775	2363221.7054	2094943.671925	1816881.60605	2510075.164175	1987018.850325	2512442.6498	2260877.0688750003	3159228.102275	2492218.55375	5067818.269375	5569298.6093	4409046.442275	3318526.0377	2523022.3689	4720377.590575	2796616.450075	2632955.357325	4023015.81565	2722873.3931	2798116.1171	3064688.113275	3838491.2476	2092623.0219	4719679.880100002	2782238.0877	2986503.20245	3316922.286000001	2097338.2981	2678906.438825	3582866.918825	6447263.267674998	3105113.532075	4212280.217	5392215.9315	5719415.002775	6211961.329124998	3873245.309225	4664798.36405	1630504.294	1433573.1819000002	1907809.52365	2277497.7742	2673173.78735	2593302.5348	2040009.16535	2161993.30565	3944792.275425	2267179.359625	1947266.5201	2047598.316275	1644640.8242	2913877.788175	3756061.17935	1982078.7939750003	2573372.329375	2647947.546475	2969137.783475	2194138.6327	1678588.297325	2882546.949775	4197250.0645	2031974.20105	3095158.124775	2988121.493175
"[orf_trans_mod] SBP1/YHL034C SGDID:S000001026, Chr VIII from 34075-33191, reverse complement, Verified ORF, ""Putative RNA binding protein; involved in translational repression and found in cytoplasmic P bodies; found associated with small nucleolar RNAs snR10 and snR11"""	2603954.83025	2581222.23333	2439084.67595	1757793.6882	1664413.874925	2126956.80565	1635248.7394500002	1724239.020475	3307723.977775	1938160.8948	2407252.317425	2883125.487175	2817053.073125	2422310.18075	3176360.32205	1720732.6308	3306444.709225	2370221.794675	2883039.9385	3319568.968575	2559661.710425	1867954.933475	1849154.01885	2215687.89345	1334033.7595499998	3382003.6006	2215652.162025	1967068.1959	1968470.7234	1783669.247825	2611052.582475	1950715.6251	2958697.12275	3273147.288	2404998.3835	2180340.2803	1773458.71455	3045373.369775	2274290.598275	2006889.244	2891269.394725	2289225.847875	2758304.47665	2413073.199175	2371688.061925	3580723.969975	2786307.648825	2873626.1585	2598926.676225	2793822.8917	4127194.10455	3348792.9758	4067307.81695	3389228.675725	3042913.485275	2030265.258525	2801023.30275	2626232.856325	2400737.008875	2698020.64315	2531993.029475	2425734.516175	1799906.602525	2326022.626425	2312532.6234	3326817.97935	3336617.901575	3341782.8809	3829082.14995	2718210.832575	2409858.52675	3138379.044475	3268310.682175	3411731.7228	2991576.5310000004	2698815.3095	3343138.09205	3575470.5405	3214574.3115	2211488.825525	3529200.026325	922311.9016	1227071.61245	2835290.39745	1714940.6771	1681631.3694	2179128.771466667	2052227.8109333338	2013838.3029	2990848.996325	3158520.484625	2635712.9048	1862114.796025	3069157.8709250004	2859187.0846	2541661.850725	2644473.117125	3027247.434550001	2436936.2402	3184475.6768	2112646.10025	2948332.478175	2393821.271025	2471265.6187	2390232.5942	2822598.2972750007	2582907.684775
"[orf_trans_mod] LEU5/YHR002W SGDID:S000001044, Chr VIII from 108807-109880, Verified ORF, ""Mitochondrial carrier protein involved in the accumulation of CoA in the mitochondrial matrix; homolog of human Graves disease protein; does not encode an isozyme of Leu4p, as first hypothesized"""	1753965.8027777781	2216039.37881	3483205.013933333	2774154.3879	2439420.9278	1992100.088375	3182312.2859	3313643.922425	3481515.8933	2305870.883375	1558147.002475	2158636.696	1449046.0485	3258577.513675	1261811.271566667	1802644.4541	2871180.769575	2117895.732725	3144848.35115	2351639.05975	2762837.0987750003	3934175.306975	2447150.5080333333	2736099.6305750003	3420766.787375	3229228.751775	2197611.2832500003	2751349.838025	1822382.198125	2226632.197875	2579760.536633333	1945596.563125	3336505.124125	2470168.556525	2112534.5314	2538912.771375	1675581.30695	1069990.36315	3209777.622033333	1529380.3836500002	3794325.11575	6075613.725425	631095.3816	3314240.09435	3586823.16955	2206134.7748	3220951.3061333336	2680464.26395	2170589.47915	1263036.30895	5317978.626875	2338831.168	2793400.24165	3335776.696425	3803986.335325	3984126.674325	3979138.748475	4803328.695175	2744763.6924	4557074.305725	3048443.8414000007	2187151.31895	3309055.1551000006	3778826.517575	3041509.320725	4119652.4553250005	5695328.087925001	4018442.328975	3887931.338366667	2280337.079875	3885775.492575	4567676.183224998	2000334.25535	2072317.806925	NA	2500638.2302	2229203.162475	2083066.3702	2853410.308875	2325641.4324	1214686.273675	2273494.7979	NA	3854943.5428	1928240.12845	2261887.24875	2281399.5119666667	2084252.3418	1444762.74515	2502127.8374	1889884.542925	3795774.8362	2976336.3463666663	2670124.393525	2366785.4206	2289776.6429	3599991.252575	6480404.999	3288454.063325	4840607.60155	1183426.914	2951112.48745	3322229.962625	4364765.869633333	2290272.697625	3556992.535825	947274.0390333331
"[orf_trans_mod] MRS11/YHR005C-A SGDID:S000003530, Chr VIII from 115896-115615, reverse complement, Verified ORF, ""Essential protein of the mitochondrial intermembrane space, forms a complex with Tim9p (TIM10 complex) that mediates insertion of hydrophobic proteins at the inner membrane, has homology to Mrs5p, which is also involved in this process"""	NA	NA	2674870.111925	2578274.5165250003	2563719.5791	2644544.58535	2468557.3078	1815811.9677	3471441.76155	1925735.2899	2008869.589075	2110725.6201	2031947.414175	3161818.4066	2205504.18785	2698069.0387750003	2941762.0821	1705697.646625	3116954.227325	2410371.8038000003	1789921.6751	2552652.894175	1493468.543025	2729009.712875	NA	2307644.87345	3548098.90315	NA	1611045.7880000002	NA	1884727.246725	NA	2129955.962675	2778408.6307	2229096.7684750003	NA	NA	1551222.7663250002	3524481.2364000008	1465009.571375	4212421.66735	4086419.7164	560911.718275	3389812.96255	4439418.6668	2722024.1024	5491368.808800002	3264504.516175	2786420.2551	1268245.553	2710465.241375	1850447.024625	1973055.119225	2140362.219575	1940008.015825	3374041.91395	3228462.381825	3048182.634375	2685403.71745	4757372.9648	1668769.5943999996	2332034.141275	2575147.8244666667	1952998.2596	2495907.4166	4602536.47205	4636074.4717	2209964.220875	3265051.670225	2712714.7376	2427033.6566666667	5429060.73065	2624486.02	2655329.699075	2048917.226975	1830275.152425	2169087.79235	1918183.398375	1972483.26335	2364265.678575	2701497.095875	1012972.2397666669	1047049.1013	4675955.6661	1664508.7372	1723892.08655	3629408.2198	3780989.771775	2501066.4108	1793882.3649499996	982066.490025	3059042.570250001	2943076.0784000005	2611649.59195	2276094.402975	2214401.722175	2520145.240575	2626829.272675	2685381.513575	3070168.553875	964688.153225	2748158.850875	2207286.5158	2897140.651575	2731606.2262250003	2628009.6844	1875238.07875
"[orf_trans_mod] ERG11/YHR007C SGDID:S000001049, Chr VIII from 121678-120086, reverse complement, Verified ORF, ""Lanosterol 14-alpha-demethylase, catalyzes the C-14 demethylation of lanosterol to form 4,4''-dimethyl cholesta-8,14,24-triene-3-beta-ol in the ergosterol biosynthesis pathway; member of the cytochrome P450 family"""	166916.3274	857230.4400899999	344177.7332	526572.4421999999	866726.54295	1393647.842125	953300.2375	907071.079525	464063.51245	392442.39613333344	NA	643174.1019	NA	453658.66935	NA	1339436.23585	358525.68785	483914.023725	1945632.980275	779634.101725	589931.7760750001	265693.86955	473336.275475	748366.677375	NA	439315.5054	779555.2951750002	871484.276375	1439237.386	950644.040225	1185034.860725	759087.560325	NA	NA	2343090.46525	1044249.079175	750584.06595	NA	683058.723275	352691.0049	772530.3837	421472.80843333335	NA	793602.898025	659582.743625	NA	902633.5247	337445.5755666667	389289.61505	336947.0677666667	641686.64165	NA	299645.5218	364176.64845	626727.6847	1362104.77485	568332.947975	823598.8419750001	608819.62295	330716.9877333334	754870.9668	396295.1875	548846.5404	521436.411025	707297.4694500002	621444.346275	672684.7631	620318.88105	275349.237975	330801.647225	580863.2658	778196.5077	380686.8984	NA	NA	455578.2736	423830.4354	778700.6350333333	540979.98885	871110.2402	469081.3954	NA	108203.1423	NA	249604.5069	NA	264395.1738	NA	NA	338128.0953	NA	NA	946824.538075	NA	309506.3376	442975.698125	NA	617141.06745	517892.3665	482166.773	NA	328218.55545	592983.0314249999	NA	927461.31825	384309.3036	NA
"[orf_trans_mod] SOD2/YHR008C SGDID:S000001050, Chr VIII from 123585-122884, reverse complement, Verified ORF, ""Mitochondrial superoxide dismutase, protects cells against oxygen toxicity; phosphorylated"""	7366603.633475	7342039.23545	6645155.34035	3669758.1718	2159586.2048	3670280.3052	3914637.188233333	NA	NA	3101056.41445	9614735.617	NA	3893704.15445	5038371.8143	7558786.7347	7576351.6193	6487782.84105	2154459.576866667	NA	3983508.0878333338	2968822.6268	7852688.63955	3647024.31185	4559919.533600002	1038441.2139	2966207.891800001	6325013.4563500015	15852094.252999999	3471962.7326	6325098.331300002	7760638.89335	8886499.0699	5096180.26905	9666022.995133333	3949467.9655	2664399.7435	NA	1171018.8365	8020359.490199999	12466774.21375	14496113.9726	4655534.381174998	6085097.9153	5435602.782575	5414068.41785	3853148.4768	3932812.0013333336	4613757.14335	4123539.7664	5011242.37605	3431631.549266666	5392094.3955333335	5206596.247633333	7348366.602675	2831588.33885	4395207.9739	7148491.734766668	6868546.759166666	4449541.10225	6005713.821	7569612.764699998	2518871.9453	3085777.298600001	3285883.7350666667	6623383.09425	3399637.927166667	6485709.772033334	3929054.578366667	2988376.6688	5540356.915449998	NA	6029397.089400001	4691987.21555	5218713.6692	4557898.7479	4363516.0482	4192262.3834	5008293.3673	4174779.66295	17537056.190750007	4643677.84875	3038991.6064	4890496.10515	5890475.0059750015	4944420.533524998	6431916.4579	4402702.095466667	4802928.2079	7865220.151525	2894859.25425	3103331.4143000008	4348955.126675	5705267.0702	4619999.65025	3842305.64715	5712282.0466	3477048.408925	4654136.4045	2947664.2015	5365458.323899998	7679923.08395	2352902.9032666665	3181643.616866667	5428208.8494	4166391.4301	4172721.293525	7477834.6795
"[orf_trans_mod] ARD1/YHR013C SGDID:S000001055, Chr VIII from 131440-130724, reverse complement, Verified ORF, ""Subunit of the N-terminal acetyltransferase NatA (Nat1p, Ard1p, Nat5p); N-terminally acetylates many proteins, which influences multiple processes such as the cell cycle, heat-shock resistance, mating, sporulation, and telomeric silencing"""	1201453.7869900002	922821.8463799999	581698.83095	591109.5794666667	410676.1026	274134.5353	NA	NA	986169.1985	313475.47775	437454.69895	463415.1370333334	1097413.634975	1058334.34765	1031157.54345	634092.7406	556415.7903	601355.35245	470671.2648	607948.7186	583607.37005	831556.6687	549278.2537	674575.7379333334	1105442.085175	724439.8072	1105997.36295	1064424.1576	829737.293425	1297132.57355	560276.6222	970303.621875	1006974.7367	603952.5991	321440.0814	682619.5891	1048714.159275	995659.2998	918802.0412666668	686317.0654	518023.684	493623.0835	998737.4932	593454.8514	391808.9438666666	562588.493225	680739.7973	312831.1443	277192.0636	637233.2398	NA	533591.538625	421833.19115	409354.99033333344	644838.5017499999	364634.4236	440765.37	543872.074375	592117.3253499999	307353.615675	743773.4183	789272.784275	447767.085175	582654.262175	391254.4303	454980.68095	346968.2843	476559.88325	480009.53213333327	515133.95685	678021.82235	305750.45615	1095902.1054	463382.5621	430084.2824	547267.4168666665	542101.82395	717932.5976666666	599263.5633	680959.272	726327.6074000002	NA	NA	NA	NA	NA	NA	NA	NA	327335.4182	570433.7068	564034.9285	416515.6803	714306.9031750001	590804.9893	NA	NA	280107.2168	219649.521	182606.927	593970.5175666666	410521.3835	509436.06315000006	NA	505130.69815	326599.3751	517734.2547000001
